Date,Open,High,Low,Close,Volume
2010-06-18,0.612690,0.620877,0.597377,0.605715,4656000
2010-06-21,0.632856,0.648776,0.578576,0.589645,9054000
2010-06-22,0.592525,0.615874,0.553407,0.558562,9888000
2010-06-23,0.564021,0.584489,0.533545,0.563414,8076000
2010-06-24,0.553559,0.555530,0.507467,0.514290,11754000
2010-06-25,0.520203,0.521719,0.488212,0.515958,8718000
2010-06-28,0.510803,0.538852,0.502918,0.522022,4248000
2010-06-29,0.495489,0.495489,0.441968,0.450914,23970000
2010-06-30,0.453491,0.468198,0.425442,0.429080,10842000
2010-07-01,0.432113,0.442422,0.395269,0.430748,10716000
2010-07-02,0.431658,0.438026,0.404215,0.425442,7032000
2010-07-06,0.450914,0.459404,0.413767,0.424683,24060000
2010-07-07,0.424835,0.492153,0.424835,0.491396,13650000
2010-07-08,0.509590,0.509590,0.464559,0.487757,14706000
2010-07-09,0.489879,0.506102,0.479569,0.504587,7512000
2010-07-12,0.507012,0.529604,0.501251,0.523842,8718000
2010-07-13,0.542794,0.562808,0.533393,0.557501,11688000
2010-07-14,0.582215,0.588280,0.541581,0.552346,16902000
2010-07-15,0.544917,0.550982,0.516716,0.545220,11166000
2010-07-16,0.535213,0.538852,0.492457,0.493366,7878000
2010-07-19,0.508983,0.532636,0.497764,0.530664,7908000
2010-07-20,0.490789,0.532333,0.472747,0.532181,14142000
2010-07-21,0.542340,0.542340,0.496399,0.499886,10890000
2010-07-22,0.507922,0.556440,0.507922,0.545675,10308000
2010-07-23,0.541278,0.559927,0.527480,0.556136,7092000
2010-07-26,0.556440,0.579334,0.539610,0.576150,8622000
2010-07-27,0.588735,0.588735,0.557046,0.564324,10470000
2010-07-28,0.557198,0.569934,0.526116,0.535062,17106000
2010-07-29,0.541126,0.542188,0.482299,0.502615,24666000
2010-07-30,0.490941,0.496399,0.461830,0.486847,13908000
2010-08-02,0.511409,0.520052,0.493215,0.512622,19812000
2010-08-03,0.512774,0.513835,0.484269,0.497157,11742000
2010-08-04,0.498825,0.513229,0.484269,0.511712,8508000
2010-08-05,0.508831,0.515806,0.494276,0.499431,7224000
2010-08-06,0.490182,0.510348,0.481389,0.500038,7914000
2010-08-09,0.503677,0.515503,0.491244,0.508225,7584000
2010-08-10,0.492760,0.492760,0.455613,0.469259,18732000
2010-08-11,0.439087,0.439542,0.400880,0.412706,30720000
2010-08-12,0.383443,0.401637,0.369949,0.396179,27768000
2010-08-13,0.398150,0.408915,0.383443,0.384201,9888000
2010-08-16,0.380562,0.400121,0.371465,0.388144,15528000
2010-08-17,0.403154,0.416648,0.394360,0.403002,14430000
2010-08-18,0.406641,0.422561,0.398605,0.416496,10218000
2010-08-19,0.411644,0.417860,0.390114,0.395572,11196000
2010-08-20,0.399211,0.411947,0.391782,0.400121,8682000
2010-08-23,0.411492,0.413312,0.385566,0.386020,15390000
2010-08-24,0.370555,0.379047,0.357668,0.366462,13998000
2010-08-25,0.361307,0.382230,0.347964,0.377530,19578000
2010-08-26,0.384201,0.386324,0.352058,0.356000,15816000
2010-08-27,0.366765,0.381321,0.337806,0.377227,22824000
2010-08-30,0.371769,0.376772,0.349329,0.349936,11874000
2010-08-31,0.347207,0.354332,0.322795,0.327648,17046000
2010-09-01,0.340990,0.368888,0.340990,0.358123,21294000
2010-09-02,0.364187,0.381927,0.356910,0.381927,32310000
2010-09-03,0.396937,0.407096,0.379046,0.398453,39972000
2010-09-07,0.394966,0.397999,0.372981,0.376923,24540000
2010-09-08,0.378592,0.381017,0.360094,0.370707,55176000
2010-09-09,0.384656,0.385566,0.367826,0.372224,16536000
2010-09-10,0.368888,0.373588,0.341748,0.357668,50568000
2010-09-13,0.368433,0.394057,0.367978,0.393147,34164000
2010-09-14,0.389659,0.419983,0.378743,0.412402,29940000
2010-09-15,0.403912,0.410128,0.392540,0.409218,20400000
2010-09-16,0.401031,0.419377,0.398453,0.417860,15978000
2010-09-17,0.423925,0.425745,0.411644,0.418164,14418000
2010-09-20,0.418315,0.425593,0.405579,0.423167,39192000
2010-09-21,0.421651,0.431355,0.416345,0.420286,18630000
2010-09-22,0.414948,0.419043,0.393563,0.402966,25320000
2010-09-23,0.391743,0.431630,0.384160,0.410701,21150000
2010-09-24,0.429204,0.461963,0.429204,0.459536,25266000
2010-09-27,0.463024,0.464238,0.446342,0.451650,20460000
2010-09-28,0.457109,0.475309,0.438455,0.472731,25440000
2010-09-29,0.464086,0.493812,0.464086,0.483196,31692000
2010-09-30,0.490778,0.500485,0.459384,0.472731,36396000
2010-10-01,0.484258,0.487290,0.456958,0.467726,24258000
2010-10-04,0.464996,0.465299,0.432995,0.448617,25332000
2010-10-05,0.458019,0.480921,0.458019,0.476674,24222000
2010-10-06,0.476219,0.476978,0.443612,0.460294,22194000
2010-10-07,0.459233,0.466968,0.444370,0.460446,20838000
2010-10-08,0.457261,0.477584,0.442095,0.475461,29346000
2010-10-11,0.475461,0.498058,0.475461,0.484106,20370000
2010-10-12,0.478039,0.500485,0.469546,0.494418,18330000
2010-10-13,0.499120,0.504277,0.482892,0.496693,27384000
2010-10-14,0.497603,0.506703,0.483954,0.492598,19338000
2010-10-15,0.502912,0.508068,0.481224,0.503822,22374000
2010-10-18,0.501243,0.501243,0.479859,0.492143,21282000
2010-10-19,0.476674,0.497148,0.456048,0.471518,37842000
2010-10-20,0.471973,0.486684,0.462569,0.479404,24378000
2010-10-21,0.481831,0.484257,0.458929,0.472276,22062000
2010-10-22,0.472276,0.502608,0.472276,0.500333,29832000
2010-10-25,0.508068,0.525357,0.508068,0.516712,12414000
2010-10-26,0.509433,0.517927,0.493053,0.510192,10962000
2010-10-27,0.512012,0.557813,0.511860,0.557055,19632000
2010-10-28,0.558571,0.561908,0.537794,0.558420,13932000
2010-10-29,0.553870,0.573283,0.552960,0.568885,10818000
2010-11-01,0.572980,0.580411,0.549624,0.563121,19554000
2010-11-02,0.573435,0.582685,0.565700,0.574041,11472000
2010-11-03,0.579805,0.592999,0.566003,0.592999,18366000
2010-11-04,0.609227,0.649569,0.609227,0.647446,18684000
2010-11-05,0.653967,0.670347,0.645474,0.660943,18162000
2010-11-08,0.657303,0.674745,0.650024,0.661853,17436000
2010-11-09,0.661853,0.663825,0.629701,0.636678,14748000
2010-11-10,0.636071,0.639104,0.612412,0.637436,14172000
2010-11-11,0.588752,0.621814,0.565548,0.615142,24570000
2010-11-12,0.610440,0.643654,0.595729,0.613625,16152000
2010-11-15,0.627274,0.632279,0.599975,0.599975,14220000
2010-11-16,0.585265,0.604222,0.565396,0.574496,16314000
2010-11-17,0.572373,0.592847,0.565851,0.572828,7788000
2010-11-18,0.590269,0.612260,0.590269,0.604829,10518000
2010-11-19,0.600885,0.638801,0.600885,0.634251,9654000
2010-11-22,0.636071,0.659123,0.630459,0.657758,32064000
2010-11-23,0.637133,0.654270,0.633038,0.640166,22074000
2010-11-24,0.654118,0.695067,0.654118,0.691427,24210000
2010-11-26,0.681115,0.690062,0.671863,0.679902,6378000
2010-11-29,0.668527,0.678992,0.649569,0.675200,12354000
2010-11-30,0.654574,0.660488,0.643654,0.650176,14658000
2010-12-01,0.682328,0.714632,0.682328,0.712509,16272000
2010-12-02,0.716604,0.753912,0.714177,0.752547,13560000
2010-12-03,0.741476,0.767259,0.735561,0.763467,10824000
2010-12-06,0.766045,0.766045,0.740111,0.759524,11808000
2010-12-07,0.783487,0.792738,0.757097,0.758007,22344000
2010-12-08,0.766197,0.781364,0.752245,0.778785,8406000
2010-12-09,0.792283,0.797439,0.776965,0.784396,7170000
2010-12-10,0.787279,0.794254,0.776055,0.786520,7374000
2010-12-13,0.802444,0.802444,0.765894,0.771809,8994000
2010-12-14,0.771657,0.775297,0.744661,0.752093,11034000
2010-12-15,0.746330,0.759069,0.724945,0.728736,13974000
2010-12-16,0.734955,0.747846,0.720850,0.741628,5910000
2010-12-17,0.745268,0.761344,0.742841,0.756794,5250000
2010-12-20,0.753457,0.761950,0.738443,0.748149,24018000
2010-12-21,0.757704,0.771354,0.753912,0.763922,7824000
2010-12-22,0.752244,0.765894,0.739808,0.764680,10470000
2010-12-23,0.751486,0.764984,0.751486,0.758310,4158000
2010-12-27,0.744206,0.764680,0.730253,0.760585,7362000
2010-12-28,0.758310,0.765742,0.741931,0.750880,6186000
2010-12-29,0.753912,0.757552,0.744206,0.753912,3360000
2010-12-30,0.753913,0.763922,0.749970,0.760585,3732000
2010-12-31,0.754671,0.762254,0.746178,0.758160,6024000
2011-01-03,0.773022,0.800018,0.766197,0.775145,11646000
2011-01-04,0.782274,0.793648,0.753457,0.777724,10098000
2011-01-05,0.766652,0.791221,0.759069,0.785307,4482000
2011-01-06,0.792131,0.830805,0.792131,0.828833,9810000
2011-01-07,0.834142,0.845668,0.796074,0.834293,21936000
2011-01-10,0.829592,0.865232,0.818975,0.860531,9960000
2011-01-11,0.875091,0.875091,0.851128,0.870086,9942000
2011-01-12,0.887072,0.919073,0.870996,0.918921,9696000
2011-01-13,0.919831,0.933480,0.900721,0.918618,8448000
2011-01-14,0.931812,0.993690,0.928172,0.993690,18042000
2011-01-18,0.982771,0.993690,0.966998,0.982013,13842000
2011-01-19,0.957746,0.962144,0.906940,0.913613,14754000
2011-01-20,0.895868,0.895868,0.846730,0.880399,18720000
2011-01-21,0.909973,0.912248,0.862199,0.865232,12576000
2011-01-24,0.874787,0.929689,0.873574,0.927717,12990000
2011-01-25,0.915736,0.926200,0.886616,0.908305,13026000
2011-01-26,0.926655,0.938637,0.900721,0.933480,16392000
2011-01-27,0.952287,0.990354,0.952287,0.985046,19854000
2011-01-28,1.004610,1.004610,0.882826,0.905271,36168000
2011-01-31,0.913006,0.928627,0.879641,0.915585,12234000
2011-02-01,0.942732,0.994903,0.941215,0.981861,22254000
2011-02-02,0.971093,1.011890,0.961841,0.998543,18420000
2011-02-03,0.998998,1.005368,0.968818,0.999605,10446000
2011-02-04,1.008857,1.061028,1.003700,1.058753,16854000
2011-02-07,1.070128,1.084385,1.037521,1.047834,21102000
2011-02-08,1.048137,1.054052,1.021142,1.045407,8292000
2011-02-09,1.031909,1.047076,1.012345,1.025539,12252000
2011-02-10,0.991870,1.036762,0.981557,1.034336,12342000
2011-02-11,1.027359,1.068460,1.010525,1.057995,8436000
2011-02-14,1.070431,1.106679,1.066033,1.082109,15360000
2011-02-15,1.080138,1.081351,1.037217,1.051171,14406000
2011-02-16,1.073616,1.094090,1.060421,1.084384,10158000
2011-02-17,1.078015,1.137466,1.069218,1.132158,15246000
2011-02-18,1.142774,1.142926,1.106982,1.119115,13470000
2011-02-22,1.061331,1.068611,0.978221,0.985803,40812000
2011-02-23,0.995813,0.995813,0.893290,0.932874,35844000
2011-02-24,0.945462,0.985197,0.923774,0.978979,41208000
2011-02-25,1.010980,1.054961,1.007492,1.052990,38130000
2011-02-28,1.075285,1.075285,0.987472,1.021141,38628000
2011-03-01,1.034791,1.041616,0.958049,0.960173,37800000
2011-03-02,0.958656,1.036156,0.958353,1.001122,51600000
2011-03-03,1.037217,1.068460,1.034942,1.059208,33474000
2011-03-04,1.051474,1.059816,1.005065,1.025843,31500000
2011-03-07,1.027511,1.041161,0.911035,0.940912,50460000
2011-03-08,0.948799,0.974581,0.916950,0.945917,26598000
2011-03-09,0.929234,0.929234,0.856436,0.861592,66846000
2011-03-10,0.818673,0.834142,0.791979,0.796378,60888000
2011-03-11,0.781212,0.825800,0.779695,0.817611,37662000
2011-03-14,0.813971,0.845972,0.798501,0.814274,37458000
2011-03-15,0.732376,0.801079,0.711902,0.784700,39852000
2011-03-16,0.787278,0.811696,0.717514,0.734045,35268000
2011-03-17,0.766500,0.788188,0.752547,0.760889,37530000
2011-03-18,0.798956,0.798956,0.759069,0.768472,32274000
2011-03-21,0.795923,0.825193,0.792283,0.808208,39534000
2011-03-22,0.813819,0.813819,0.785003,0.789249,24156000
2011-03-23,0.783790,0.815184,0.764377,0.810634,25218000
2011-03-24,0.839147,0.876001,0.827013,0.870389,44664000
2011-03-25,0.878427,0.891925,0.861592,0.863109,31548000
2011-03-28,0.876607,0.889043,0.863109,0.867204,22812000
2011-03-29,0.863867,0.891166,0.840360,0.891015,29970000
2011-03-30,0.911945,0.917404,0.873119,0.893896,29814000
2011-03-31,0.887072,0.898295,0.860682,0.871147,20958000
2011-04-01,0.890408,0.890408,0.831412,0.840663,33942000
2011-04-04,0.845213,0.852948,0.803658,0.818976,27054000
2011-04-05,0.856891,0.892835,0.855981,0.872361,44274000
2011-04-06,0.898598,0.916343,0.888133,0.915130,30012000
2011-04-07,0.915281,0.915281,0.873574,0.901783,20022000
2011-04-08,0.917252,0.925139,0.866446,0.879641,20496000
2011-04-11,0.886011,0.886011,0.848853,0.855982,18594000
2011-04-12,0.834142,0.834142,0.790311,0.803506,31302000
2011-04-13,0.819733,0.826255,0.795013,0.810331,33960000
2011-04-14,0.793193,0.813213,0.776207,0.811999,18072000
2011-04-15,0.806539,0.834597,0.793951,0.828075,17262000
2011-04-18,0.798349,0.803051,0.764074,0.783790,29268000
2011-04-19,0.778937,0.794709,0.773477,0.793193,22242000
2011-04-20,0.864322,0.894806,0.858407,0.894806,52812000
2011-04-21,0.913765,0.913765,0.880854,0.892380,22464000
2011-04-25,0.889801,0.908305,0.883735,0.894958,13536000
2011-04-26,0.896626,0.940305,0.895868,0.938030,30864000
2011-04-27,0.928172,0.941064,0.903300,0.937879,26574000
2011-04-28,0.928324,0.937727,0.900418,0.919225,25950000
2011-04-29,0.914220,0.936817,0.913916,0.932722,12540000
2011-05-02,0.941822,0.941822,0.897840,0.903603,21006000
2011-05-03,0.894806,0.898750,0.852493,0.870237,33096000
2011-05-04,0.892228,0.892835,0.840057,0.871754,20118000
2011-05-05,0.856891,0.903148,0.851583,0.877062,41994000
2011-05-06,0.909973,0.926200,0.885404,0.896323,40860000
2011-05-09,0.896323,0.896626,0.870692,0.888588,18708000
2011-05-10,0.901176,0.908456,0.884948,0.900115,19446000
2011-05-11,0.903755,0.914220,0.862351,0.879489,18096000
2011-05-12,0.866901,0.923925,0.864019,0.915585,25260000
2011-05-13,0.910731,0.917708,0.877366,0.880096,16488000
2011-05-16,0.877669,0.899356,0.839602,0.842787,23142000
2011-05-17,0.833535,0.834293,0.788795,0.812303,35832000
2011-05-18,0.821554,0.865991,0.820796,0.858104,17988000
2011-05-19,0.847640,0.848095,0.813819,0.836720,20982000
2011-05-20,0.838540,0.844152,0.816094,0.828985,10974000
2011-05-23,0.800928,0.800928,0.776965,0.778027,23688000
2011-05-24,0.791828,0.792889,0.758462,0.760434,23982000
2011-05-25,0.754671,0.788340,0.746178,0.780454,19098000
2011-05-26,0.777875,0.807449,0.769534,0.802444,14706000
2011-05-27,0.818369,0.838237,0.818369,0.830957,19008000
2011-05-31,0.856891,0.868266,0.843545,0.868266,15954000
2011-06-01,0.861592,0.861592,0.788643,0.789553,17838000
2011-06-02,0.790766,0.813061,0.777269,0.789856,16122000
2011-06-03,0.764832,0.782577,0.744510,0.747846,38124000
2011-06-06,0.744055,0.753609,0.728130,0.729646,18660000
2011-06-07,0.752093,0.763012,0.740111,0.740415,14688000
2011-06-08,0.730556,0.730708,0.689001,0.695977,36198000
2011-06-09,0.698404,0.711296,0.686575,0.698252,25770000
2011-06-10,0.690062,0.693399,0.650176,0.664432,22752000
2011-06-13,0.664735,0.675503,0.638498,0.645019,18828000
2011-06-14,0.667617,0.693399,0.667617,0.681115,15768000
2011-06-15,0.666100,0.675048,0.639711,0.641076,13464000
2011-06-16,0.646233,0.646384,0.602857,0.619389,17418000
2011-06-17,0.641228,0.641228,0.586175,0.592392,23820000
2011-06-20,0.588752,0.602099,0.585870,0.594212,18750000
2011-06-21,0.605132,0.641986,0.595274,0.638953,30174000
2011-06-22,0.629853,0.647749,0.623938,0.629549,20856000
2011-06-23,0.606649,0.659275,0.594819,0.657910,41520000
2011-06-24,0.651692,0.651692,0.606497,0.610895,21660000
2011-06-27,0.610895,0.630308,0.592999,0.621359,15390000
2011-06-28,0.628791,0.645626,0.624696,0.645019,24696000
2011-06-29,0.650782,0.658517,0.632886,0.647749,16728000
2011-06-30,0.652148,0.700679,0.652148,0.694612,30492000
2011-07-01,0.699921,0.743145,0.689152,0.739960,25212000
2011-07-05,0.736016,0.744055,0.709021,0.719788,15444000
2011-07-06,0.712357,0.712661,0.685664,0.703106,10506000
2011-07-07,0.722822,0.756794,0.717362,0.744661,18822000
2011-07-08,0.715997,0.718878,0.688091,0.711296,16896000
2011-07-11,0.697342,0.716149,0.668830,0.674745,22608000
2011-07-12,0.654422,0.657455,0.607407,0.617113,46284000
2011-07-13,0.631976,0.640014,0.603767,0.610592,27108000
2011-07-14,0.613019,0.635009,0.579350,0.583141,41184000
2011-07-15,0.594970,0.595425,0.571008,0.592392,24444000
2011-07-18,0.584961,0.591937,0.554325,0.566913,25644000
2011-07-19,0.584809,0.626971,0.584809,0.623028,31746000
2011-07-20,0.638346,0.644413,0.603615,0.614990,21420000
2011-07-21,0.610440,0.635464,0.586325,0.631824,32058000
2011-07-22,0.635009,0.680963,0.635009,0.674593,40338000
2011-07-25,0.654573,0.663067,0.635009,0.648811,17520000
2011-07-26,0.660640,0.687788,0.660640,0.665038,30282000
2011-07-27,0.643351,0.643351,0.588145,0.592240,54816000
2011-07-28,0.591482,0.618782,0.570553,0.587842,23532000
2011-07-29,0.556903,0.589662,0.548411,0.573738,33750000
2011-08-01,0.597700,0.606345,0.549321,0.572373,41922000
2011-08-02,0.559481,0.570553,0.519443,0.521567,44364000
2011-08-03,0.524751,0.542344,0.490323,0.538097,48840000
2011-08-04,0.520504,0.521717,0.445432,0.449830,70020000
2011-08-05,0.463328,0.478343,0.380976,0.417071,60150000
2011-08-08,0.371421,0.400995,0.347155,0.351856,42156000
2011-08-09,0.372331,0.400388,0.336690,0.399175,49818000
2011-08-10,0.386284,0.413280,0.357619,0.375212,35904000
2011-08-11,0.391136,0.446949,0.388558,0.431024,29616000
2011-08-12,0.441792,0.454834,0.417678,0.426777,27114000
2011-08-15,0.434512,0.452863,0.430114,0.451954,22326000
2011-08-16,0.436180,0.449375,0.409488,0.426474,25092000
2011-08-17,0.422530,0.445887,0.405848,0.417222,17232000
2011-08-18,0.382492,0.382492,0.336690,0.345032,38010000
2011-08-19,0.336993,0.367326,0.323040,0.324860,28344000
2011-08-22,0.352159,0.352917,0.327287,0.333960,21594000
2011-08-23,0.345790,0.386131,0.336690,0.385070,51924000
2011-08-24,0.385070,0.395231,0.361562,0.384463,51954000
2011-08-25,0.378397,0.392350,0.351856,0.353979,33522000
2011-08-26,0.355192,0.388406,0.338207,0.382037,38676000
2011-08-29,0.401146,0.425412,0.398113,0.424654,29448000
2011-08-30,0.414644,0.432237,0.406151,0.424654,25152000
2011-08-31,0.437394,0.444522,0.406606,0.415555,29664000
2011-09-01,0.416161,0.432085,0.394321,0.394776,26106000
2011-09-02,0.376881,0.379156,0.360652,0.367629,22992000
2011-09-06,0.333505,0.361107,0.331837,0.360349,29136000
2011-09-07,0.381431,0.407971,0.381431,0.406758,43224000
2011-09-08,0.396748,0.431327,0.394018,0.400691,32784000
2011-09-09,0.386890,0.419649,0.379762,0.387648,39306000
2011-09-12,0.377487,0.422985,0.377487,0.422985,34446000
2011-09-13,0.430569,0.451953,0.420255,0.448617,43494000
2011-09-14,0.455593,0.498210,0.449678,0.482285,86268000
2011-09-15,0.497452,0.508675,0.485016,0.504125,61032000
2011-09-16,0.503518,0.521718,0.499120,0.505793,62544000
2011-09-19,0.482589,0.499120,0.463934,0.488807,54882000
2011-09-20,0.496693,0.500940,0.469698,0.472731,72882000
2011-09-21,0.482134,0.492598,0.442854,0.443157,117186000
2011-09-22,0.409488,0.411763,0.376122,0.398720,61854000
2011-09-23,0.389468,0.426929,0.383705,0.420559,52566000
2011-09-26,0.435725,0.435725,0.390985,0.419801,98616000
2011-09-27,0.442399,0.469849,0.435119,0.442702,75846000
2011-09-28,0.450437,0.450437,0.403573,0.404483,57690000
2011-09-29,0.420104,0.424047,0.365506,0.387951,82098000
2011-09-30,0.368842,0.380824,0.348823,0.348975,47844000
2011-10-03,0.341998,0.352917,0.309391,0.310149,52956000
2011-10-04,0.300291,0.349885,0.296651,0.349278,89970000
2011-10-05,0.350188,0.384919,0.335780,0.382189,78738000
2011-10-06,0.379762,0.395990,0.366264,0.395383,78432000
2011-10-07,0.405696,0.415403,0.388255,0.401601,53652000
2011-10-10,0.418890,0.440579,0.418890,0.433602,30468000
2011-10-11,0.426625,0.437697,0.421924,0.430720,30294000
2011-10-12,0.447100,0.456503,0.442095,0.442095,41778000
2011-10-13,0.434664,0.473489,0.433299,0.469849,45486000
2011-10-14,0.488200,0.488958,0.461356,0.486532,47322000
2011-10-17,0.475006,0.476826,0.441185,0.446494,36648000
2011-10-18,0.447252,0.479253,0.431175,0.475309,52332000
2011-10-19,0.474248,0.474248,0.440882,0.444219,44826000
2011-10-20,0.431934,0.437849,0.397051,0.422834,53466000
2011-10-21,0.439820,0.465906,0.439517,0.448617,28434000
2011-10-24,0.458778,0.497148,0.456351,0.495177,81846000
2011-10-25,0.484409,0.495328,0.465603,0.468484,63798000
2011-10-26,0.480769,0.490475,0.445584,0.475006,38490000
2011-10-27,0.512922,0.544619,0.505793,0.535519,55464000
2011-10-28,0.527481,0.539766,0.523689,0.539766,25170000
2011-10-31,0.523386,0.523386,0.498210,0.498665,29562000
2011-11-01,0.457868,0.468788,0.441489,0.450892,40368000
2011-11-02,0.467119,0.470153,0.446494,0.457716,15834000
2011-11-03,0.470153,0.501395,0.443612,0.498817,44694000
2011-11-04,0.487290,0.521566,0.485622,0.516258,40914000
2011-11-07,0.508827,0.518230,0.485319,0.513983,44898000
2011-11-08,0.525206,0.530059,0.497603,0.522172,42258000
2011-11-09,0.488200,0.488200,0.450133,0.451346,41424000
2011-11-10,0.473641,0.474551,0.442854,0.463328,21204000
2011-11-11,0.476219,0.516258,0.476219,0.510647,34920000
2011-11-14,0.503215,0.518229,0.483347,0.493053,29382000
2011-11-15,0.489868,0.521717,0.486987,0.513073,45540000
2011-11-16,0.500485,0.528542,0.494115,0.504732,36810000
2011-11-17,0.500485,0.503518,0.429659,0.447404,73242000
2011-11-18,0.456654,0.456654,0.427232,0.434057,32286000
2011-11-21,0.415706,0.417830,0.391288,0.409185,39312000
2011-11-22,0.404635,0.417070,0.386890,0.394473,28380000
2011-11-23,0.381886,0.382492,0.357012,0.357316,31662000
2011-11-25,0.353676,0.367326,0.342453,0.342453,22728000
2011-11-28,0.382037,0.384767,0.366416,0.377487,23802000
2011-11-29,0.380976,0.388255,0.366112,0.368994,23424000
2011-11-30,0.399023,0.433450,0.399023,0.432085,51342000
2011-12-01,0.432995,0.443460,0.417526,0.439517,24264000
2011-12-02,0.452863,0.460598,0.435422,0.436635,28338000
2011-12-05,0.457716,0.463328,0.441489,0.450134,29232000
2011-12-06,0.448162,0.454683,0.436029,0.447404,16620000
2011-12-07,0.441489,0.466968,0.430720,0.463176,20436000
2011-12-08,0.449830,0.466816,0.420408,0.423744,26226000
2011-12-09,0.414796,0.444370,0.401601,0.439062,35904000
2011-12-12,0.412066,0.412066,0.388710,0.403876,28650000
2011-12-13,0.410095,0.417375,0.369297,0.374909,41736000
2011-12-14,0.373089,0.381127,0.350795,0.356861,31500000
2011-12-15,0.376577,0.379459,0.350795,0.355951,20004000
2011-12-16,0.367629,0.378701,0.359439,0.364292,18036000
2011-12-19,0.368084,0.368994,0.332140,0.333657,36264000
